num_cpf_cnpj;cod_cooperativa;cod_agencia;cod_conta;num_plastico;dat_transacao;vlr_transacao;nom_modalidade;nom_cidade_estabelecimento
326318387870;640;19;55241;44333;10/06/2023 12:23:32;16,12;DEBITO;VITORIA
963407679166;331;11;14384;98572;16/07/2022 12:19:32;19,31;CREDITO;SAO PAULO
428284822070;331;15;56308;19813;02/10/2022 13:01:12;18,61;CREDITO;ESTREITO
844736147031;331;12;97691;69826;06/10/2022 11:08:42;21,59;CREDITO;ESTREITO
177919269646;331;11;90664;10490;29/07/2023 14:35:55;21,25;DEBITO;PORTO ALEGRE
613085428546;331;11;21401;85932;05/12/2022 20:48:03;20,79;DEBITO;CURITIBA
613085428546;331;11;21401;85932;06/08/2022 13:37:51;17,41;DEBITO;PORTO ALEGRE
690702403582;331;11;72058;30071;14/01/2023 14:36:45;20,31;DEBITO;NATAL
557421816337;331;11;18677;57395;13/11/2022 13:35:17;22,82;CREDITO;PORTO ALEGRE
557421816337;331;11;18677;57395;19/05/2023 17:39:41;17,47;CREDITO;PORTO ALEGRE
557421816337;331;11;18677;57395;17/09/2022 11:55:55;17,78;CREDITO;PORTO ALEGRE
557421816337;331;11;18677;57395;04/11/2022 14:33:45;18,77;CREDITO;PORTO ALEGRE
902188823354;331;19;29825;14006;17/03/2023 02:10:33;17,32;CREDITO;GOIANIA
584446332974;331;04;14641;62497;29/09/2022 22:16:01;18,82;DEBITO;SAO PAULO
56841977730;331;19;94678;88895;02/07/2023 01:37:15;20,89;DEBITO;JURUENA
437237210374;640;15;60605;9908;14/06/2023 14:22:10;17,55;DEBITO;RIO DE JANEIRO
589248511285;331;04;30114;29170;23/04/2023 15:02:03;20,12;CREDITO;SAO PAULO
524029581157;331;19;69779;22108;19/07/2023 14:52:31;22,55;DEBITO;BRASILIA
963407679166;331;11;14384;98572;18/10/2022 13:16:35;18,13;CREDITO;CURITIBA
284180286979;331;19;90852;16236;30/06/2023 13:57:56;20,56;CREDITO;SAO PAULO
149061348282;331;11;31317;47849;18/10/2022 12:56:19;20,16;DEBITO;PORTO ALEGRE
25718337858;640;19;4840;73252;02/03/2023 17:16:52;25;DEBITO;VITORIA
789636148687;640;19;60391;65206;16/07/2023 12:38:17;18,58;DEBITO;CURITIBA
149061348282;331;11;31317;47849;31/01/2023 14:06:08;18,02;CREDITO;ESTREITO
557421816337;331;11;18677;57395;26/07/2023 15:40:25;25,02;CREDITO;PORTO ALEGRE
754858696670;331;11;25965;78794;13/07/2022 19:55:44;23,37;CREDITO;NATAL
754858696670;331;11;25965;78794;14/07/2022 12:04:17;17,51;CREDITO;NATAL
613085428546;331;11;21401;85932;14/12/2022 23:13:31;20,72;DEBITO;PORTO ALEGRE
33264467966;331;04;49178;49098;17/11/2022 18:51:00;20,47;CREDITO;SAO PAULO
556114862652;331;19;34704;19579;13/07/2023 20:16:20;24,31;DEBITO;BRASILIA
742021665379;331;11;39691;98564;01/06/2023 15:20:25;23,6;DEBITO;PORTO ALEGRE
653411939252;331;04;58951;75618;18/06/2023 14:55:50;18,78;DEBITO;ESTREITO
690702403582;331;11;72058;30071;12/09/2022 22:14:52;26,77;CREDITO;NATAL
130911553772;331;11;96971;65628;13/02/2023 14:21:02;24,49;DEBITO;NATAL
435221270977;331;11;73767;80531;10/09/2022 12:11:00;25,88;DEBITO;PORTO ALEGRE
963407679166;331;11;14384;98572;07/04/2023 15:57:12;26,97;CREDITO;CURITIBA
156671646484;523;12;52887;69358;02/07/2023 15:56:41;22,29;DEBITO;SALVADOR
270908897076;331;11;52467;9618;20/05/2023 20:54:42;23,51;DEBITO;PORTO ALEGRE
149061348282;331;11;31317;47849;17/02/2023 15:53:11;25,29;CREDITO;PORTO ALEGRE
97448237692;331;19;85515;99987;30/07/2022 12:49:44;28,77;DEBITO;BRASILIA
742021665379;331;11;39691;98564;11/02/2023 14:58:55;23,4;CREDITO;PORTO ALEGRE
589434277566;331;15;89308;26849;17/06/2023 22:30:43;27,31;DEBITO;BELEM
432253220361;331;11;56495;63630;05/07/2023 14:10:32;24,67;CREDITO;PORTO ALEGRE
201290328698;331;11;24707;11641;20/02/2023 14:30:38;26,47;CREDITO;OSASCO
851428470824;331;11;47669;42511;05/03/2023 15:54:08;28,22;CREDITO;PORTO ALEGRE
963407679166;331;11;14384;98572;29/05/2023 23:07:22;21,38;CREDITO;CAMARGO
690702403582;331;11;72058;30071;14/06/2023 00:41:20;22,01;CREDITO;NATAL
557421816337;331;11;18677;57395;01/05/2023 15:54:03;29,28;CREDITO;PORTO ALEGRE
125225873262;331;16;52769;90225;16/03/2023 16:38:30;28,39;DEBITO;LUIS EDUARDO
589434277566;331;15;89308;26849;04/06/2023 20:56:00;27,94;DEBITO;BELEM
842887481729;331;15;64719;43098;01/09/2022 14:30:42;24,51;CREDITO;ESTREITO
953033981511;331;11;80192;16018;18/11/2022 21:50:12;20,59;CREDITO;ESTREITO
827045297905;331;15;44727;43086;28/12/2022 15:40:23;30,81;CREDITO;SALVADOR
614762168976;331;11;77060;43299;17/07/2023 21:18:41;30,65;DEBITO;OSASCO
267435491001;331;11;88530;11548;19/04/2023 22:08:25;26,31;CREDITO;PORTO ALEGRE
613085428546;331;11;21401;97774;25/06/2023 01:08:50;22,16;DEBITO;SAO PAULO
663988313885;331;11;33132;86015;20/05/2023 10:04:50;22,47;CREDITO;ESTREITO
663988313885;331;11;33132;86015;20/04/2023 15:05:27;22,66;CREDITO;ESTREITO
462260668192;331;15;57252;48085;19/09/2022 14:06:34;29,02;CREDITO;ESTREITO
432253220361;331;11;56495;63630;14/03/2023 13:30:20;26,84;CREDITO;PORTO ALEGRE
963407679166;331;11;14384;98572;28/02/2023 14:06:11;29,24;CREDITO;CURITIBA
663988313885;331;11;33132;86015;26/06/2023 15:49:06;30,39;DEBITO;BELEM
397103782377;331;11;43495;6634;21/09/2022 22:16:17;31,77;CREDITO;PORTO ALEGRE
816161389695;331;19;74391;61243;19/08/2022 11:29:06;26,61;CREDITO;BARREIRAS
663988313885;331;11;33132;86015;16/03/2023 15:10:46;24,79;CREDITO;ESTREITO
03105717060;640;19;30676;13040;27/06/2023 12:19:15;29,87;DEBITO;VITORIA
903952180515;331;19;33422;72005;03/11/2022 13:57:19;31,51;DEBITO;BRASILIA
963407679166;331;11;14384;98572;27/10/2022 15:43:17;28,45;CREDITO;CURITIBA
557421816337;331;11;18677;57395;17/07/2023 22:42:03;35,86;CREDITO;PORTO ALEGRE
557421816337;331;11;18677;57395;10/04/2023 15:01:29;24,65;CREDITO;PORTO ALEGRE
78254576062;331;11;32511;77260;08/09/2022 07:02:08;33,54;DEBITO;PORTO ALEGRE
462260668192;331;15;57252;48085;28/06/2022 12:14:36;27,37;DEBITO;ESTREITO
663988313885;331;11;33132;86015;23/02/2023 15:39:46;31,68;CREDITO;BARREIRAS
645273223384;331;04;36402;47637;04/06/2023 14:48:08;28,32;DEBITO;ESTREITO
284180286979;331;19;90852;16236;25/07/2023 14:12:26;33,82;CREDITO;BRASILIA
286731348942;331;12;60524;78345;07/08/2022 13:57:18;35,22;CREDITO;SALVADOR
851428470824;331;11;47669;42511;14/12/2022 19:57:56;26,9;CREDITO;CURITIBA
77402299113;331;11;24343;52030;09/10/2022 16:32:03;32,83;CREDITO;PORTO ALEGRE
663988313885;331;11;33132;86015;30/03/2023 14:00:08;30,33;CREDITO;PORTO ALEGRE
690702403582;331;11;72058;30071;13/06/2023 00:46:51;35,89;CREDITO;NATAL
437707388040;331;11;54676;15631;31/03/2023 15:56:58;32,41;CREDITO;ESTREITO
462260668192;331;15;57252;48085;11/11/2022 09:06:22;34,62;CREDITO;ESTREITO
462260668192;331;15;57252;48085;12/11/2022 14:11:11;31,93;CREDITO;ESTREITO
557421816337;331;11;18677;57395;10/11/2022 15:38:06;33,59;CREDITO;PORTO ALEGRE
898143601045;331;04;13425;20939;18/09/2022 14:05:02;27,07;DEBITO;SAO PAULO
663988313885;331;11;33132;86015;17/03/2023 14:17:46;35,64;DEBITO;PORTO ALEGRE
350087028831;331;11;28589;57076;12/02/2023 14:54:11;33,49;CREDITO;PORTO ALEGRE
816161389695;331;19;74391;61243;15/07/2022 12:07:36;32,88;CREDITO;JURUENA
424017679262;331;11;42414;7587;08/07/2023 14:05:51;39,38;DEBITO;PORTO ALEGRE
851428470824;331;11;47669;42511;17/06/2023 13:00:09;32,05;CREDITO;LUIS EDUARDO
127088177802;331;19;52013;78311;13/09/2022 12:12:46;35,51;DEBITO;BRASILIA
663988313885;331;11;33132;86015;18/01/2023 16:45:01;31,02;CREDITO;PORTO ALEGRE
774724913912;331;12;63065;16549;06/03/2023 14:05:22;30,7;DEBITO;SALVADOR
690702403582;331;11;72058;30071;29/07/2023 15:31:57;30,55;CREDITO;ESTREITO
690702403582;331;11;72058;30071;30/07/2023 14:23:19;33,5;CREDITO;ESTREITO
502373227522;331;11;5897;26399;19/03/2023 22:29:36;28,83;DEBITO;RIO DE JANEIRO
663988313885;331;11;33132;86015;21/12/2022 16:34:04;40,79;DEBITO;PORTO ALEGRE
250561010390;331;11;93144;47953;21/11/2022 23:56:50;40,49;CREDITO;PORTO ALEGRE
731959689461;331;12;85572;23044;11/04/2023 15:27:14;45,38;CREDITO;ESTREITO
970976143348;331;11;6680;4041;08/07/2023 19:01:04;30,8;DEBITO;PORTO ALEGRE
690702403582;331;11;72058;30071;02/04/2023 14:38:35;38,86;CREDITO;NATAL
827045297905;331;15;44727;43086;27/06/2023 15:24:00;35,6;CREDITO;ESTREITO
462260668192;331;15;57252;48085;17/03/2023 15:40:46;39,49;CREDITO;BRASILIA
888808400486;331;19;47094;72114;28/01/2023 15:17:02;38,75;DEBITO;BRASILIA
76223230330;640;16;47947;8200;11/06/2023 12:53:54;34,59;DEBITO;BARREIRAS
03105717060;640;19;30676;13040;20/06/2023 17:45:01;35,64;DEBITO;GOIANIA
663988313885;331;11;33132;86015;07/07/2023 16:53:32;34,49;CREDITO;PORTO ALEGRE
851428470824;331;11;47669;42511;14/06/2023 14:34:58;45,46;CREDITO;ESTREITO
491855554065;640;15;3204;79488;12/06/2023 22:35:29;36,5;DEBITO;PORTO NACIONAL
690702403582;331;11;72058;30071;08/04/2023 16:01:40;45,59;CREDITO;NATAL
284180286979;331;19;90852;16236;16/07/2023 00:21:17;36,09;CREDITO;BRASILIA
953033981511;331;11;80192;16018;20/12/2022 23:51:20;40,44;CREDITO;PORTO ALEGRE
350087028831;331;11;28589;87952;20/07/2023 16:37:48;42,75;CREDITO;PORTO ALEGRE
47309754961;331;04;5631;19471;06/08/2022 13:55:10;37,32;CREDITO;SOROCABA
623366916705;331;04;77227;87133;28/08/2022 02:02:20;41,38;CREDITO;SAO PAULO
844736147031;331;12;97691;69826;01/12/2022 15:51:58;48,08;CREDITO;BRASILIA
663988313885;331;11;33132;86015;21/03/2023 14:04:06;39,34;DEBITO;PORTO ALEGRE
427511388707;331;11;34251;8094;26/09/2022 12:39:24;49,35;CREDITO;LUIS EDUARDO
267435491001;331;11;88530;11548;20/07/2023 23:56:57;49,48;CREDITO;PORTO ALEGRE
663988313885;331;11;33132;86015;02/02/2023 14:52:16;43,29;DEBITO;PORTO ALEGRE
270908897076;331;11;52467;9618;22/04/2023 15:43:46;44,36;CREDITO;CURITIBA
491855554065;640;15;3204;79488;12/06/2023 21:33:35;46,88;DEBITO;PORTO NACIONAL
255189845121;523;04;90688;84684;23/06/2023 09:59:02;44,91;DEBITO;SALVADOR
226774898261;331;16;22294;85722;12/03/2023 00:13:03;38,78;CREDITO;ESTREITO
547976863994;640;19;66708;16875;06/07/2023 23:44:45;48,18;DEBITO;VITORIA
663988313885;331;11;33132;86015;27/05/2023 14:37:00;48,75;CREDITO;PORTO ALEGRE
483071387011;331;15;16778;24531;10/03/2023 22:44:45;46,25;CREDITO;ESTREITO
432253220361;331;11;56495;63630;21/12/2022 22:31:17;37,52;CREDITO;PORTO ALEGRE
557421816337;331;11;18677;57395;24/08/2022 11:12:23;38,88;CREDITO;SOROCABA
663988313885;331;11;33132;86015;08/03/2023 15:10:21;43,87;DEBITO;PORTO ALEGRE
970976143348;331;11;6680;4041;05/04/2023 23:14:29;55,45;DEBITO;PORTO ALEGRE
30004086836;331;11;99247;4127;06/11/2022 15:25:18;45,24;CREDITO;GOIANIA
731959689461;331;12;85572;23044;23/07/2022 12:01:24;45,19;CREDITO;BARUERI
972255802096;331;11;59094;12687;23/01/2023 21:22:59;59,44;CREDITO;VITORIA
754858696670;331;11;25965;78794;24/03/2023 14:44:39;53,04;CREDITO;GOIANIA
77402299113;331;11;24343;52030;26/07/2022 16:13:03;52,39;CREDITO;PORTO ALEGRE
453603310739;331;11;94767;4268;07/11/2022 14:46:41;49,13;DEBITO;PORTO ALEGRE
557421816337;331;11;18677;57395;18/02/2023 22:51:36;45,28;CREDITO;PORTO ALEGRE
930109302247;331;11;34866;19102;01/02/2023 21:07:08;59,99;CREDITO;NATAL
970976143348;331;11;6680;4041;19/07/2023 17:46:17;54,64;DEBITO;PORTO ALEGRE
715516243636;640;12;10663;82434;10/06/2023 15:49:34;40,5;DEBITO;SAO PAULO
260708728642;640;19;26229;58840;03/07/2023 09:24:14;45,32;DEBITO;VITORIA
547976863994;640;19;66708;16875;06/06/2023 11:32:32;48,12;DEBITO;VITORIA
284180286979;331;19;90852;16236;23/06/2023 20:34:42;54,08;CREDITO;BRASILIA
56841977730;331;19;94678;88895;23/05/2023 15:38:13;50,69;DEBITO;JURUENA
970976143348;331;11;6680;4041;29/04/2023 01:16:32;61,39;DEBITO;PORTO ALEGRE
462260668192;331;15;57252;48085;16/07/2023 15:32:19;51,95;CREDITO;PORTO ALEGRE
614762168976;331;11;77060;43299;30/05/2023 16:28:09;55,56;DEBITO;LUIS EDUARDO
715516243636;640;12;10663;82434;02/04/2023 19:59:58;60,49;DEBITO;SAO PAULO
536600332290;640;19;12646;48203;17/06/2023 10:32:16;43,74;DEBITO;VITORIA
902188823354;331;19;29825;14006;01/12/2022 16:17:01;56,49;CREDITO;BRASILIA
663988313885;331;11;33132;86015;11/06/2023 14:58:11;63,16;DEBITO;PORTO ALEGRE
842887481729;331;15;64719;43098;12/02/2023 14:16:53;58,47;CREDITO;ESTREITO
613085428546;331;11;21401;85932;16/10/2022 12:19:19;59,31;DEBITO;PORTO ALEGRE
844736147031;331;12;97691;69826;17/08/2022 20:24:02;53,43;DEBITO;JURUENA
589248511285;331;04;30114;20931;19/07/2023 00:42:14;63,37;CREDITO;CURITIBA
592531245977;331;15;68194;62131;19/04/2023 19:33:35;55,53;DEBITO;ESTREITO
436135179032;331;19;53449;41316;29/10/2022 00:03:58;64,49;CREDITO;BRASILIA
542107347798;331;04;99353;38407;15/06/2023 15:29:44;65,41;DEBITO;SAO PAULO
321310843567;331;15;56070;70676;05/07/2023 23:33:29;51,39;DEBITO;ESTREITO
462260668192;331;15;57252;48085;16/09/2022 11:18:40;72,23;CREDITO;ESTREITO
929057698602;331;12;98928;77744;07/01/2023 00:37:45;57,83;CREDITO;JURUENA
970976143348;331;11;6680;4041;12/04/2023 01:25:26;64,59;DEBITO;PORTO ALEGRE
970976143348;331;11;6680;4041;29/06/2023 19:35:29;75,5;DEBITO;PORTO ALEGRE
502373227522;331;11;5897;26399;24/12/2022 16:26:57;56,47;DEBITO;PORTO ALEGRE
613085428546;331;11;21401;85932;10/09/2022 11:10:12;66,64;DEBITO;CURITIBA
844736147031;331;12;97691;69826;23/07/2022 12:51:30;63,67;CREDITO;SALVADOR
56841977730;331;19;94678;88895;28/06/2023 15:47:57;72,32;DEBITO;SAO PAULO
557421816337;331;11;18677;57395;27/12/2022 14:42:45;73,21;CREDITO;PORTO ALEGRE
623366916705;331;04;77227;87133;26/08/2022 12:00:30;78,51;CREDITO;SAO PAULO
149061348282;331;11;31317;47849;04/12/2022 15:36:24;88,79;CREDITO;PORTO ALEGRE
33264467966;331;04;49178;49098;29/03/2023 13:54:18;83,64;CREDITO;SAO PAULO
226774898261;331;16;22294;85722;06/03/2023 14:30:28;86,28;CREDITO;PORTO NACIONAL
568113987094;640;16;39931;88690;11/07/2023 11:21:12;81,86;DEBITO;BELO HORIZONTE
350087028831;331;11;28589;57076;03/03/2023 15:23:17;86,58;CREDITO;PORTO ALEGRE
898143601045;331;04;13425;20939;19/10/2022 11:35:44;92,95;CREDITO;ESTREITO
917100361826;331;12;6641;58971;30/06/2023 16:57:15;67,17;DEBITO;OSASCO
690702403582;331;11;72058;30071;13/12/2022 15:23:51;78,33;CREDITO;NATAL
690702403582;331;11;72058;30071;23/03/2023 15:02:50;90,05;CREDITO;NATAL
715516243636;640;12;10663;82434;11/04/2023 13:09:51;66,49;DEBITO;SAO PAULO
663988313885;331;11;33132;86015;14/07/2023 14:32:24;88,49;DEBITO;PORTO ALEGRE
557421816337;331;11;18677;57395;09/07/2023 10:24:33;83,66;CREDITO;PORTO ALEGRE
663988313885;331;11;33132;86015;13/07/2023 21:28:14;79,74;DEBITO;PORTO ALEGRE
970976143348;331;11;6680;4041;04/06/2023 15:25:20;81,28;DEBITO;PORTO ALEGRE
453603310739;331;11;94767;4268;07/11/2022 14:38:16;96,98;DEBITO;PORTO ALEGRE
432253220361;331;11;56495;63630;14/06/2023 14:15:56;111,79;CREDITO;PORTO ALEGRE
747187507574;331;11;61636;55229;26/01/2023 08:17:18;92,8;CREDITO;GOIANIA
970976143348;331;11;6680;4041;15/07/2023 00:00:22;102,75;DEBITO;PORTO ALEGRE
592531245977;331;15;68194;62131;29/12/2022 14:56:46;114,02;CREDITO;ESTREITO
970976143348;331;11;6680;4041;19/07/2023 11:59:51;86,67;DEBITO;PORTO ALEGRE
970976143348;331;11;6680;4041;24/07/2023 09:42:18;117,35;DEBITO;PORTO ALEGRE
491855554065;640;15;3204;79488;03/07/2023 07:48:46;102,82;DEBITO;SOROCABA
03105717060;640;19;30676;13040;28/06/2023 00:45:47;110,76;DEBITO;VITORIA
592531245977;331;15;68194;62131;31/12/2022 16:31:17;120,08;CREDITO;ESTREITO
970976143348;331;11;6680;4041;05/04/2023 16:25:12;95,97;DEBITO;PORTO ALEGRE
359647267446;331;12;13362;21512;20/07/2023 15:22:45;117,8;CREDITO;ESTREITO
226774898261;331;16;22294;85722;01/09/2022 18:19:55;146,76;CREDITO;LUIS EDUARDO
24356165638;331;11;62839;61590;21/04/2023 12:32:37;101,58;DEBITO;GOIANIA
742021665379;331;11;39691;98564;10/02/2023 15:53:39;143,26;CREDITO;PORTO ALEGRE
188666653704;640;19;53445;68224;25/07/2023 17:48:57;142,31;DEBITO;VITORIA
742021665379;331;11;39691;98564;12/09/2022 12:08:24;124,17;CREDITO;PORTO ALEGRE
432253220361;331;11;56495;63630;23/12/2022 15:10:28;162,34;CREDITO;PORTO ALEGRE
568113987094;640;16;39931;88690;20/06/2023 03:39:24;127,03;DEBITO;BARREIRAS
663988313885;331;11;33132;86015;05/04/2023 23:30:32;165,91;CREDITO;PORTO ALEGRE
557421816337;331;11;18677;57395;22/07/2022 16:18:51;140,19;CREDITO;CURITIBA
462260668192;331;15;57252;48085;04/05/2023 00:57:02;146,01;CREDITO;PORTO ALEGRE
428284822070;331;15;56308;19813;09/10/2022 12:59:10;179,57;CREDITO;ESTREITO
929057698602;331;12;98928;77744;22/07/2023 20:24:40;141,38;CREDITO;SALVADOR
483071387011;331;15;16778;24531;28/04/2023 16:01:00;174,09;CREDITO;ESTREITO
437707388040;331;11;54676;15631;29/01/2023 00:31:33;169,99;CREDITO;PORTO ALEGRE
842887481729;331;15;64719;43098;08/07/2022 12:27:40;212,43;CREDITO;ESTREITO
267435491001;331;11;88530;11548;16/05/2023 15:01:08;199,28;CREDITO;PORTO ALEGRE
663988313885;331;11;33132;86015;16/01/2023 15:20:37;197,62;CREDITO;PORTO ALEGRE
45262434605;331;19;55683;94409;18/05/2023 14:49:09;162,28;CREDITO;BRASILIA
226241838191;640;16;62728;95674;13/07/2023 08:22:00;198,34;DEBITO;BRASILIA
585224148692;331;12;5363;95187;16/06/2023 14:47:03;187,53;CREDITO;SALVADOR
350087028831;331;11;28589;57076;08/03/2023 14:32:00;174,38;CREDITO;CURITIBA
791659053970;331;11;43276;68299;27/01/2023 20:08:56;228,03;CREDITO;PORTO ALEGRE
30004086836;331;11;99247;4127;18/05/2023 20:40:05;211,92;CREDITO;SAO PAULO
663988313885;331;11;33132;86015;21/05/2023 02:55:23;207,95;DEBITO;SOROCABA
970976143348;331;11;6680;4041;28/02/2023 21:48:19;220,63;DEBITO;PORTO ALEGRE
577766380628;331;12;57859;68354;21/03/2023 14:08:14;235,38;CREDITO;CURITIBA
814878020990;331;19;71561;66980;02/03/2023 16:02:19;296,55;CREDITO;CURITIBA
663988313885;331;11;33132;86015;27/03/2023 15:33:08;338,52;DEBITO;PORTO ALEGRE
953033981511;331;11;80192;16018;31/12/2022 16:54:18;322,98;CREDITO;OSASCO
483071387011;331;15;16778;24531;18/01/2023 19:33:09;363,66;CREDITO;ESTREITO
396872818177;331;11;61926;59869;12/08/2022 12:09:55;301,92;CREDITO;PORTO ALEGRE
963407679166;331;11;14384;98572;11/05/2023 15:12:17;293,04;CREDITO;CURITIBA
483071387011;331;15;16778;24531;28/10/2022 20:32:37;301,89;CREDITO;ESTREITO
350087028831;331;11;28589;57076;15/03/2023 15:49:02;545,38;CREDITO;PORTO ALEGRE
963407679166;331;11;14384;98572;06/10/2022 15:45:43;410,64;CREDITO;CURITIBA
557421816337;331;11;18677;57395;28/10/2022 21:53:27;464,97;CREDITO;PORTO ALEGRE
507366228964;331;11;90453;84848;18/08/2022 09:45:38;588,17;CREDITO;PORTO ALEGRE
33264467966;331;04;49178;49098;25/10/2022 15:11:44;543,24;CREDITO;SAO PAULO
424017679262;331;11;42414;7587;31/03/2023 14:53:41;741,43;CREDITO;CURITIBA
905118779976;331;15;70176;93227;25/04/2023 15:37:17;655,73;CREDITO;ESTREITO
270908897076;331;11;52467;9618;01/07/2022 12:51:06;873,65;CREDITO;SOROCABA
690702403582;331;11;72058;30071;25/10/2022 14:36:47;966,99;CREDITO;NATAL
842887481729;331;15;64719;43098;21/02/2023 15:59:42;1068,25;CREDITO;ESTREITO
898143601045;331;04;13425;20939;09/06/2023 15:25:00;1203,74;CREDITO;ESTREITO
589248511285;331;04;30114;29170;26/06/2023 15:04:54;1389,61;CREDITO;SAO PAULO
436135179032;331;19;53449;41316;13/12/2022 14:46:27;1778,14;CREDITO;SOROCABA
276589771893;331;11;9647;10441;25/11/2022 14:18:34;2283,79;CREDITO;PORTO ALEGRE
201290328698;331;11;24707;11641;30/04/2023 16:01:32;41,09;CREDITO;ARAGUAINA
201290328698;331;11;24707;11641;23/07/2023 15:46:30;7,76;CREDITO;PORTO NACIONAL
577766380628;331;12;57859;68354;08/11/2022 16:48:41;178,34;CREDITO;PORTO NACIONAL
201290328698;331;11;24707;11641;13/05/2023 15:26:32;74,44;CREDITO;BELO HORIZONTE
657039639274;640;19;71305;68692;06/08/2023 19:45:07;64,94;DEBITO;VITORIA
907989734338;640;19;81412;21762;13/08/2023 13:32:26;55,97;DEBITO;VITORIA
697365804809;640;19;69922;54713;17/08/2023 11:37:15;48,04;DEBITO;GOIANIA
606746923252;640;12;27137;80332;17/08/2023 18:35:41;17,4;DEBITO;CAMARGO
556114862652;331;19;34704;19579;10/08/2023 15:23:37;5,88;DEBITO;BRASILIA
589434277566;331;15;89308;26849;08/08/2023 19:40:34;23,01;DEBITO;BELEM
25718337858;640;19;4840;73252;06/08/2023 17:30:56;195,02;DEBITO;VITORIA
568113987094;640;16;39931;88690;05/08/2023 14:51:19;120,82;DEBITO;LUIS EDUARDO
122383471239;640;15;90248;85640;04/08/2023 14:36:34;87,34;DEBITO;SAO PAULO
623065722381;331;12;13307;60740;04/08/2023 12:26:59;5,82;DEBITO;BELO HORIZONTE
02507391715;640;15;17511;91217;04/08/2023 00:51:35;156,4;DEBITO;RIO DE JANEIRO
609262955617;331;19;30980;12479;10/02/2023 15:05:49;1,02;CREDITO;ESTREITO
690702403582;331;11;72058;30071;21/02/2023 22:16:33;1,84;CREDITO;NATAL
953033981511;331;11;80192;16018;26/03/2023 16:35:01;3,04;CREDITO;ESTREITO
609262955617;331;19;30980;12479;09/02/2023 13:02:33;4,5;CREDITO;ESTREITO
754858696670;331;11;25965;78794;08/02/2023 16:27:45;6,54;CREDITO;NATAL
250561010390;331;11;93144;47953;07/03/2023 01:46:55;5,14;CREDITO;PORTO ALEGRE
774724913912;331;12;63065;16549;06/03/2023 14:17:33;6,65;DEBITO;SALVADOR
888808400486;331;19;47094;72114;29/12/2022 21:24:27;5,27;DEBITO;BRASILIA
690702403582;331;11;72058;30071;02/03/2023 15:31:27;7,13;DEBITO;NATAL
663988313885;331;11;33132;86015;14/03/2023 22:49:10;7,76;DEBITO;PORTO ALEGRE
585224148692;331;12;5363;95187;21/01/2023 07:56:56;5,76;CREDITO;ESTREITO
953033981511;331;11;80192;16018;05/04/2023 14:59:03;6,67;CREDITO;ESTREITO
78254576062;331;11;32511;77260;31/12/2022 11:47:04;8,96;CREDITO;PORTO ALEGRE
250561010390;331;11;93144;47953;22/03/2023 14:54:31;8,33;CREDITO;ESTREITO
130911553772;331;11;96971;65628;21/01/2023 15:30:55;10,3;DEBITO;PORTO ALEGRE
873186841800;331;04;59738;48670;06/03/2023 16:19:09;9,66;DEBITO;ESTREITO
851428470824;331;11;47669;42511;09/01/2023 14:40:49;12,44;CREDITO;SAO PAULO
715516243636;640;12;10663;82434;10/04/2023 10:50:07;11,31;DEBITO;SAO PAULO
585224148692;331;12;5363;95187;21/01/2023 14:26:47;10,85;CREDITO;ESTREITO
949239435165;331;19;75964;17196;28/12/2022 15:08:27;12,02;CREDITO;GOIANIA
427511388707;331;11;34251;8094;09/03/2023 15:25:26;14,93;DEBITO;SAO PAULO
452835825490;331;19;26605;83629;18/03/2023 14:46:26;13,28;DEBITO;BRASILIA
502373227522;331;11;5897;26399;19/03/2023 01:05:43;12,97;DEBITO;BRASILIA
663988313885;331;11;33132;86015;06/04/2023 15:44:44;19,85;DEBITO;NATAL
435221270977;331;11;73767;80531;21/03/2023 15:48:47;16,82;DEBITO;PORTO ALEGRE
557421816337;331;11;18677;57395;01/01/2023 15:27:36;20,33;CREDITO;PORTO ALEGRE
557421816337;331;11;18677;57395;27/12/2022 14:35:29;19,75;CREDITO;PORTO ALEGRE
502373227522;331;11;5897;26399;28/12/2022 15:22:58;18,29;DEBITO;CURITIBA
902188823354;331;19;29825;14006;06/03/2023 14:59:18;22,17;CREDITO;BRASILIA
774724913912;331;12;63065;16549;13/03/2023 14:43:37;25,18;DEBITO;SALVADOR
747187507574;331;11;61636;55229;29/01/2023 14:13:56;29,86;DEBITO;PORTO ALEGRE
827045297905;331;15;44727;43086;18/03/2023 15:12:36;25,84;DEBITO;PORTO ALEGRE
437707388040;331;11;54676;15631;31/01/2023 21:08:15;27,19;CREDITO;PORTO ALEGRE
742021665379;331;11;39691;98564;10/02/2023 22:06:56;24,4;DEBITO;PORTO ALEGRE
399411742342;331;11;52476;83996;14/03/2023 11:11:17;32,75;DEBITO;PORTO ALEGRE
432253220361;331;11;56495;63630;01/01/2023 14:57:49;29,93;CREDITO;PORTO ALEGRE
970976143348;331;11;6680;4041;01/03/2023 19:42:25;31,25;DEBITO;PORTO ALEGRE
226774898261;331;16;22294;85722;25/07/2023 13:02:42;46,17;CREDITO;BELO HORIZONTE
715516243636;640;12;10663;82434;21/03/2023 20:07:36;51,19;DEBITO;SAO PAULO
970976143348;331;11;6680;4041;26/07/2023 13:12:50;47,81;DEBITO;PORTO ALEGRE
149061348282;331;11;31317;47849;11/02/2023 13:56:03;49,17;CREDITO;PORTO ALEGRE
